"age","gender","country","E1","E2","E3","N1","N2","N3","A1","A2","A3","C1","C2","C3","O1","O2","O3","extroversion","neuroticism","agreeableness","conscientiousness","openness"
45,"Female","US",1,5,5,4,5,4,1,5,5,5,5,5,4,5,5,0.73,0.87,0.73,1,0.93
49,"Male","NL",5,5,5,1,1,1,5,4,5,5,5,5,5,5,5,1,0.2,0.93,1,1
31,"Male","FI",5,4,4,4,4,2,4,4,3,4,3,3,5,5,5,0.87,0.67,0.73,0.67,1
32,"Female","AU",1,2,1,2,2,3,5,5,5,4,4,4,5,4,5,0.27,0.47,1,0.8,0.93
17,"Female","US",3,5,5,4,5,3,5,5,4,4,3,5,3,4,4,0.87,0.8,0.93,0.8,0.73
18,"Female","US",4,3,3,5,5,5,4,4,3,3,4,3,5,3,3,0.67,1,0.73,0.67,0.73
30,"Male","EU",1,1,1,2,5,5,2,1,2,2,4,2,5,5,4,0.2,0.8,0.33,0.53,0.93
15,"Male","US",3,3,3,5,5,5,5,5,3,4,5,4,5,5,5,0.6,1,0.87,0.87,1
61,"Male","PR",2,4,5,3,3,3,3,5,3,3,4,5,5,4,4,0.73,0.6,0.73,0.8,0.87
24,"Female","TH",2,3,3,4,3,3,4,4,4,4,4,4,5,4,4,0.53,0.67,0.8,0.8,0.87
34,"Male","SG",3,4,3,3,5,4,3,5,4,3,3,3,4,2,2,0.67,0.8,0.8,0.6,0.53
19,"Other","US",3,3,4,5,4,3,5,4,3,4,5,4,5,4,5,0.67,0.8,0.8,0.87,0.93
49,"Female","US",2,3,4,3,3,1,5,3,4,5,4,4,3,4,3,0.6,0.47,0.8,0.87,0.67
29,"Female","US",1,2,4,5,5,5,5,5,5,3,5,4,4,5,3,0.47,1,1,0.8,0.8
34,"Female","US",4,4,4,4,4,3,5,5,5,4,4,4,5,3,5,0.8,0.73,1,0.8,0.87
19,"Male","NL",3,3,4,4,5,4,5,2,1,1,5,1,5,5,5,0.67,0.87,0.53,0.47,1
21,"Female","US",2,3,1,5,4,5,3,5,2,2,3,4,3,5,4,0.4,0.93,0.67,0.6,0.8
13,"Male","US",5,4,2,1,3,2,3,4,3,5,2,3,2,2,3,0.73,0.4,0.67,0.67,0.47
21,"Female","US",1,3,2,2,4,2,3,4,3,3,4,1,4,3,2,0.4,0.53,0.67,0.53,0.6
27,"Female","US",5,5,5,3,4,2,5,5,5,5,4,2,4,5,4,1,0.6,1,0.73,0.87
22,"Female","US",4,4,4,4,4,4,4,3,4,4,3,3,5,4,3,0.8,0.8,0.73,0.67,0.8
35,"Male","GB",3,3,3,1,5,1,5,3,2,5,5,3,5,5,5,0.6,0.47,0.67,0.87,1
20,"Female","GB",3,4,3,2,2,2,4,4,3,3,4,4,4,4,3,0.67,0.4,0.73,0.73,0.73
26,"Male","GB",5,5,4,1,2,1,4,3,4,4,4,1,5,5,3,0.93,0.27,0.73,0.6,0.87
28,"Female","BE",1,1,1,5,5,5,2,2,1,5,5,5,5,5,5,0.2,1,0.33,1,1
28,"Male","NG",3,3,3,2,4,3,4,4,4,4,4,3,3,4,4,0.6,0.6,0.8,0.73,0.73
45,"Female","CA",4,4,3,3,4,3,4,5,4,4,5,3,4,4,3,0.73,0.67,0.87,0.8,0.73
18,"Female","US",2,2,2,4,5,2,3,4,3,5,5,5,3,3,3,0.4,0.73,0.67,1,0.6
22,"Male","LB",2,5,4,2,5,2,5,4,4,4,5,4,4,4,4,0.73,0.6,0.87,0.87,0.8
28,"Female","US",1,1,1,4,2,5,3,5,4,1,1,3,5,3,5,0.2,0.73,0.8,0.33,0.87
25,"Male","AU",3,3,4,4,5,4,4,5,4,4,4,3,5,4,4,0.67,0.87,0.87,0.73,0.87
22,"Male","IE",2,3,4,5,5,3,4,3,3,4,4,4,4,3,3,0.6,0.87,0.67,0.8,0.67
19,"Male","US",4,5,2,3,3,2,4,5,3,4,5,4,5,3,5,0.73,0.53,0.8,0.87,0.87
23,"Male","US",1,2,3,2,4,2,3,4,3,4,4,2,4,2,4,0.4,0.53,0.67,0.67,0.67
23,"Female","US",2,4,3,3,2,2,5,5,4,4,4,4,5,3,4,0.6,0.47,0.93,0.8,0.8
56,"Female","FI",4,4,4,3,3,3,5,4,4,4,4,3,5,5,5,0.8,0.6,0.87,0.73,1
20,"Female","IN",3,5,5,5,5,5,5,5,5,3,5,2,5,3,5,0.87,1,1,0.67,0.87
15,"Female","CA",1,3,4,2,2,1,2,3,3,4,5,3,2,2,5,0.53,0.33,0.53,0.8,0.6
31,"Female","US",5,5,5,4,4,3,5,4,5,4,4,5,4,5,5,1,0.73,0.93,0.87,0.93
15,"Female","CA",2,3,3,5,5,4,4,4,3,5,4,4,4,4,3,0.53,0.93,0.73,0.87,0.73
15,"Male","CA",3,3,2,4,2,2,4,5,2,2,2,2,5,5,4,0.53,0.53,0.73,0.4,0.93
15,"Male","CA",3,4,2,4,4,3,3,4,3,2,3,3,4,4,3,0.6,0.73,0.67,0.53,0.73
16,"Female","AE",3,3,4,4,2,3,4,3,4,5,3,4,3,5,3,0.67,0.6,0.73,0.8,0.73
29,"Female","US",1,3,3,2,4,1,4,4,3,2,4,3,5,5,5,0.47,0.47,0.73,0.6,1
55,"Female","US",1,5,5,3,3,3,5,5,5,4,5,3,3,5,4,0.73,0.6,1,0.8,0.8
27,"Male","US",1,5,4,1,5,1,5,5,5,5,5,5,5,5,5,0.67,0.47,1,1,1
20,"Female","LB",4,5,5,1,5,2,4,5,4,4,5,4,4,4,4,0.93,0.53,0.87,0.87,0.8
21,"Male","US",3,4,4,2,1,3,4,3,4,4,4,2,5,5,5,0.73,0.4,0.73,0.67,1
22,"Female","US",2,5,5,2,4,3,4,5,2,4,5,5,5,5,5,0.8,0.6,0.73,0.93,1
22,"Male","ZA",3,2,2,5,5,5,2,5,5,3,5,2,5,4,5,0.47,1,0.8,0.67,0.93
26,"Male","IN",3,1,2,1,1,1,3,5,5,2,5,1,5,5,5,0.4,0.2,0.87,0.53,1
39,"Male","SK",2,3,4,3,4,4,3,4,2,2,4,3,4,5,5,0.6,0.73,0.6,0.6,0.93
31,"Female","TR",4,5,5,1,2,2,3,5,5,3,4,3,3,5,5,0.93,0.33,0.87,0.67,0.87
31,"Female","US",3,3,4,3,5,3,4,3,5,5,3,4,5,5,5,0.67,0.73,0.8,0.8,1
26,"Female","US",2,3,5,1,1,3,5,5,3,1,5,5,3,5,4,0.67,0.33,0.87,0.73,0.8
16,"Male","US",1,4,3,1,3,1,4,4,5,1,4,3,4,4,5,0.53,0.33,0.87,0.53,0.87
23,"Female","CA",3,5,4,5,4,5,5,4,4,4,4,5,2,4,3,0.8,0.93,0.87,0.87,0.6
38,"Female","US",4,4,5,5,5,4,5,5,4,4,4,4,5,1,4,0.87,0.93,0.93,0.8,0.67
29,"Female","GB",2,3,2,2,4,4,4,4,4,4,5,3,4,4,4,0.47,0.67,0.8,0.8,0.8
14,"Female","GB",4,5,5,4,5,1,5,4,5,4,5,2,5,5,5,0.93,0.67,0.93,0.73,1
14,"Female","FR",1,1,3,2,5,2,2,1,2,4,5,3,5,4,5,0.33,0.6,0.33,0.8,0.93
16,"Female","CA",1,5,4,3,4,3,5,5,3,4,4,5,5,3,4,0.67,0.67,0.87,0.87,0.8
15,"Male","CA",3,4,2,2,4,4,4,2,3,4,3,4,5,4,5,0.6,0.67,0.6,0.73,0.93
33,"Female","US",1,4,4,4,5,4,4,5,4,4,5,4,3,4,3,0.6,0.87,0.87,0.87,0.67
31,"Female","GB",2,1,5,5,5,4,2,2,3,1,3,2,5,2,5,0.53,0.93,0.47,0.4,0.8
27,"Male","NO",4,4,4,1,2,1,5,5,5,4,5,5,5,5,5,0.8,0.27,1,0.93,1
27,"Female","US",1,2,1,4,4,1,3,1,4,5,5,5,2,5,4,0.27,0.6,0.53,1,0.73
46,"Male","US",3,2,3,4,4,1,4,5,5,4,2,4,5,5,5,0.53,0.6,0.93,0.67,1
17,"Male","CA",3,4,5,4,3,2,4,2,4,3,4,2,4,4,5,0.8,0.6,0.67,0.6,0.87
25,"Male","CA",5,5,5,2,3,2,5,5,5,5,5,5,5,5,5,1,0.47,1,1,1
27,"Male","IN",2,2,2,1,4,1,5,5,4,2,5,2,5,4,4,0.4,0.4,0.93,0.6,0.87
25,"Male","HR",2,3,2,5,5,5,3,3,2,5,5,4,4,5,4,0.47,1,0.53,0.93,0.87
15,"Male","CA",3,4,3,2,4,2,4,3,3,3,4,4,4,3,4,0.67,0.53,0.67,0.73,0.73
30,"Female","US",1,4,4,4,4,4,4,4,2,2,2,4,5,4,5,0.6,0.8,0.67,0.53,0.93
21,"Male","EG",2,3,1,4,4,3,2,4,2,4,5,5,4,5,3,0.4,0.73,0.53,0.93,0.8
27,"Female","US",4,5,4,3,3,3,5,4,4,4,4,5,4,5,4,0.87,0.6,0.87,0.87,0.87
27,"Female","US",4,3,4,4,4,2,4,4,4,4,4,4,4,5,3,0.73,0.67,0.8,0.8,0.8
30,"Male","US",3,5,5,1,4,1,5,3,4,4,5,5,2,4,1,0.87,0.4,0.8,0.93,0.47
42,"Male","US",1,5,5,4,3,5,4,5,5,3,1,3,4,4,4,0.73,0.8,0.93,0.47,0.8
23,"Male","PK",1,2,1,4,4,4,3,3,2,3,4,2,2,3,3,0.27,0.8,0.53,0.6,0.53
23,"Female","US",3,5,5,1,2,1,5,2,5,2,4,4,5,5,5,0.87,0.27,0.8,0.67,1
21,"Female","US",4,4,4,5,5,5,5,5,4,3,4,5,4,3,5,0.8,1,0.93,0.8,0.8
55,"Female","US",1,2,2,5,4,2,3,4,3,4,4,4,1,4,2,0.33,0.73,0.67,0.8,0.47
20,"Female","US",4,5,5,5,5,4,5,5,5,3,4,3,4,3,4,0.93,0.93,1,0.67,0.73
20,"Female","GB",1,2,2,5,5,5,4,5,2,5,4,5,1,4,1,0.33,1,0.73,0.93,0.4
23,"Male","US",2,3,3,3,4,2,4,4,3,3,4,3,5,5,4,0.53,0.6,0.73,0.67,0.93
31,"Female","US",4,4,4,1,5,1,5,3,4,4,5,3,4,5,4,0.8,0.47,0.8,0.8,0.87
21,"Male","US",1,4,3,2,2,2,3,3,3,4,4,4,4,4,3,0.53,0.4,0.6,0.8,0.73
15,"Female","GB",1,2,1,1,2,4,4,5,3,2,1,4,5,4,3,0.27,0.47,0.8,0.47,0.8
31,"Female","US",2,3,1,4,5,5,4,2,2,3,4,3,3,5,3,0.4,0.93,0.53,0.67,0.73
53,"Female","US",5,5,5,3,3,2,5,5,5,4,5,3,5,5,4,1,0.53,1,0.8,0.93
24,"Female","GB",3,3,3,4,5,3,4,4,3,4,5,3,5,4,4,0.6,0.8,0.73,0.8,0.87
30,"Female","US",1,3,5,3,3,1,5,5,5,5,5,5,3,5,5,0.6,0.47,1,1,0.87
24,"Female","US",4,4,5,4,5,4,5,4,4,4,5,5,4,5,5,0.87,0.87,0.87,0.93,0.93
44,"Female","US",2,3,3,3,2,3,3,4,3,5,2,4,3,4,4,0.53,0.53,0.67,0.73,0.73
38,"Male","IE",3,5,5,2,4,3,4,5,4,4,4,4,3,4,4,0.87,0.6,0.87,0.8,0.73
18,"Male","US",3,4,5,1,2,1,4,4,3,2,5,3,3,4,4,0.8,0.27,0.73,0.67,0.73
20,"Male","GB",3,2,5,5,5,4,5,5,5,5,5,5,5,5,5,0.67,0.93,1,1,1
20,"Female","CA",4,5,5,2,4,2,5,5,5,4,5,5,2,4,5,0.93,0.53,1,0.93,0.73
20,"Male","US",1,1,1,2,4,4,4,5,1,4,4,1,4,2,4,0.2,0.67,0.67,0.6,0.67
16,"Female","US",3,4,5,4,3,2,5,4,5,3,5,4,5,5,5,0.8,0.6,0.93,0.8,1
32,"Female","US",3,3,3,2,3,1,5,5,5,2,4,3,5,3,2,0.6,0.4,1,0.6,0.67
17,"Female","US",4,5,2,1,1,1,3,2,3,4,3,1,3,5,3,0.73,0.2,0.53,0.53,0.73
17,"Female","US",3,4,5,5,5,4,4,3,3,4,5,3,5,4,5,0.8,0.93,0.67,0.8,0.93
18,"Male","CA",2,4,3,1,2,1,3,4,3,3,4,2,4,4,4,0.6,0.27,0.67,0.6,0.8
53,"Unanswered","US",4,4,4,3,2,3,4,4,4,4,5,4,4,3,3,0.8,0.53,0.8,0.87,0.67
28,"Female","US",3,4,4,5,5,5,2,2,3,2,4,3,4,4,4,0.73,1,0.47,0.6,0.8
15,"Female","GB",4,5,5,3,2,1,3,4,5,4,4,4,4,4,5,0.93,0.4,0.8,0.8,0.87
24,"Female","GB",3,2,1,2,4,2,2,2,4,3,5,3,3,5,4,0.4,0.53,0.53,0.73,0.8
36,"Male","ES",2,4,2,2,5,2,4,3,3,4,5,4,4,5,4,0.53,0.6,0.67,0.87,0.87
26,"Female","US",3,4,5,3,4,4,4,4,4,4,3,3,3,5,5,0.8,0.73,0.8,0.67,0.87
22,"Female","GB",3,3,3,4,4,3,5,5,3,3,3,3,2,3,3,0.6,0.73,0.87,0.6,0.53
20,"Male","GB",3,4,4,5,5,5,4,5,5,4,5,5,4,4,4,0.73,1,0.93,0.93,0.8
21,"Female","CA",1,1,1,4,4,3,3,5,3,3,5,2,5,2,5,0.2,0.73,0.73,0.67,0.8
24,"Male","US",3,4,4,4,4,5,4,4,4,4,4,3,5,5,5,0.73,0.87,0.8,0.73,1
49,"Male","US",4,5,5,3,4,2,5,3,5,4,4,4,4,4,4,0.93,0.6,0.87,0.8,0.8
28,"Female","US",5,4,4,5,5,5,3,3,3,4,4,4,5,4,4,0.87,1,0.6,0.8,0.87
27,"Male","RO",2,1,2,4,4,4,3,4,2,2,5,3,4,4,5,0.33,0.8,0.6,0.67,0.87
15,"Male","US",2,2,2,3,3,2,4,3,3,4,4,2,2,4,5,0.4,0.53,0.67,0.67,0.73
20,"Male","US",3,3,2,4,4,3,4,4,4,4,5,3,3,4,2,0.53,0.73,0.8,0.8,0.6
18,"Male","US",1,2,2,5,4,3,4,4,3,4,4,3,5,3,5,0.33,0.8,0.73,0.73,0.87
14,"Female","US",3,3,2,5,5,5,5,5,1,1,1,1,2,4,2,0.53,1,0.73,0.2,0.53
23,"Female","US",3,4,4,2,4,2,2,4,4,4,5,4,4,4,4,0.73,0.53,0.67,0.87,0.8
15,"Female","US",1,1,2,5,5,5,4,3,1,1,4,3,5,3,3,0.27,1,0.53,0.53,0.73
16,"Female","US",3,1,3,5,4,5,5,2,5,3,4,5,5,1,5,0.47,0.93,0.8,0.8,0.73
55,"Male","ZA",3,3,1,5,5,5,3,1,1,5,5,5,3,3,5,0.47,1,0.33,1,0.73
15,"Female","US",3,5,3,1,2,2,5,3,4,3,5,1,5,3,5,0.73,0.33,0.8,0.6,0.87
22,"Female","US",1,1,5,5,5,5,5,1,1,5,5,5,5,1,5,0.47,1,0.47,1,0.73
36,"Female","US",2,5,3,2,2,2,5,5,5,3,3,3,1,5,3,0.67,0.4,1,0.6,0.6
23,"Female","GB",4,3,4,2,5,4,5,4,2,2,4,1,4,2,3,0.73,0.73,0.73,0.47,0.6
40,"Female","US",4,4,3,2,3,2,5,5,3,3,5,5,5,5,5,0.73,0.47,0.87,0.87,1
21,"Female","US",3,4,5,4,4,4,5,4,5,3,5,5,5,3,5,0.8,0.8,0.93,0.87,0.87
26,"Female","US",3,3,4,3,4,3,4,4,3,4,4,4,3,3,3,0.67,0.67,0.73,0.8,0.6
16,"Female","US",2,3,2,1,5,1,5,5,5,4,4,2,5,4,5,0.47,0.47,1,0.67,0.93
42,"Male","US",4,5,4,2,2,2,4,4,4,5,5,4,4,5,4,0.87,0.4,0.8,0.93,0.87
33,"Male","US",1,2,4,3,4,5,5,5,5,4,5,4,3,5,5,0.47,0.8,1,0.87,0.87
14,"Male","US",1,3,2,3,4,3,2,3,4,4,4,4,4,5,4,0.4,0.67,0.6,0.8,0.87
20,"Male","US",3,3,3,2,4,1,4,3,2,4,3,2,5,4,5,0.6,0.47,0.6,0.6,0.93
22,"Unanswered","GB",1,3,2,5,4,1,2,4,4,3,4,2,4,5,5,0.4,0.67,0.67,0.6,0.93
34,"Female","US",1,2,1,3,3,2,2,2,2,5,3,2,3,5,4,0.27,0.53,0.4,0.67,0.8
27,"Male","US",1,2,1,5,5,3,3,5,3,5,5,5,5,5,5,0.27,0.87,0.73,1,1
13,"Male","US",2,4,4,5,5,3,4,4,3,4,4,4,5,5,5,0.67,0.87,0.73,0.8,1
26,"Female","AU",1,4,2,1,1,4,5,5,4,2,3,4,4,5,5,0.47,0.4,0.93,0.6,0.93
18,"Female","PH",2,5,5,3,2,3,3,5,5,4,5,5,4,5,5,0.8,0.53,0.87,0.93,0.93
19,"Female","US",1,1,4,5,5,4,4,4,2,1,5,1,5,1,5,0.4,0.93,0.67,0.47,0.73
18,"Male","US",1,1,1,2,3,4,2,2,3,3,5,4,5,5,5,0.2,0.6,0.47,0.8,1
43,"Male","US",2,4,4,2,3,4,3,3,4,3,4,3,3,5,5,0.67,0.6,0.67,0.67,0.87
27,"Female","US",3,3,3,2,2,2,3,3,4,4,3,1,4,3,4,0.6,0.4,0.67,0.53,0.73
33,"Female","US",1,4,1,1,2,3,3,2,3,3,3,3,2,3,3,0.4,0.4,0.53,0.6,0.53
18,"Female","HN",2,4,4,5,5,5,5,5,4,4,5,2,5,5,5,0.67,1,0.93,0.73,1
37,"Female","US",3,5,5,5,3,2,5,5,5,3,5,5,3,4,3,0.87,0.67,1,0.87,0.67
45,"Female","US",4,5,5,3,3,2,4,4,4,3,5,5,5,4,5,0.93,0.53,0.8,0.87,0.93
55,"Male","US",4,5,4,2,4,2,4,4,4,3,4,4,2,3,2,0.87,0.53,0.8,0.73,0.47
31,"Male","PH",1,1,1,3,2,3,3,3,3,2,3,3,3,4,3,0.2,0.53,0.6,0.53,0.67
14,"Female","US",3,3,3,1,4,1,5,5,4,2,4,4,5,4,5,0.6,0.4,0.93,0.67,0.93
14,"Female","US",2,3,4,2,4,2,4,4,3,2,4,4,4,4,3,0.6,0.53,0.73,0.67,0.73
16,"Female","US",2,1,4,3,5,4,5,5,5,3,5,3,5,2,3,0.47,0.8,1,0.73,0.67
14,"Female","US",1,1,3,5,5,4,2,3,3,4,4,4,5,5,4,0.33,0.93,0.53,0.8,0.93
19,"Male","US",2,4,4,4,3,3,3,4,4,4,4,4,4,4,4,0.67,0.67,0.73,0.8,0.8
59,"Female","US",3,1,3,4,5,5,3,5,3,2,3,4,5,5,5,0.47,0.93,0.73,0.6,1
24,"Male","AU",4,2,1,5,4,2,2,2,4,2,3,2,5,5,4,0.47,0.73,0.53,0.47,0.93
21,"Male","MY",5,4,4,5,3,4,4,4,5,5,4,4,4,4,5,0.87,0.8,0.87,0.87,0.87
28,"Female","US",3,4,4,3,5,4,4,5,3,4,4,4,5,5,4,0.73,0.8,0.8,0.8,0.93
22,"Male","US",2,3,3,1,1,1,5,5,2,4,5,2,5,5,5,0.53,0.2,0.8,0.73,1
32,"Male","US",1,1,2,3,4,4,2,4,4,2,5,2,5,5,5,0.27,0.73,0.67,0.6,1
35,"Female","US",4,4,5,3,4,3,4,4,5,4,5,3,5,4,5,0.87,0.67,0.87,0.8,0.93
38,"Male","US",2,5,3,2,3,1,5,3,4,4,5,4,3,5,4,0.67,0.4,0.8,0.87,0.8
43,"Female","US",1,4,3,1,2,1,5,5,4,2,2,2,5,4,4,0.53,0.27,0.93,0.4,0.87
62,"Female","US",3,4,5,5,5,4,5,5,5,3,5,3,5,5,5,0.8,0.93,1,0.73,1
26,"Female","US",5,5,5,5,5,4,5,5,5,2,4,2,5,4,4,1,0.93,1,0.53,0.87
19,"Male","AR",1,2,2,2,5,3,1,4,3,2,3,1,5,5,3,0.33,0.67,0.53,0.4,0.87
26,"Female","US",5,5,5,4,5,4,5,5,5,3,4,2,5,4,5,1,0.87,1,0.6,0.93
49,"Female","CA",1,5,3,1,3,1,5,5,3,2,5,3,1,1,3,0.6,0.33,0.87,0.67,0.33
23,"Male","IN",3,5,4,5,3,1,5,4,5,5,5,5,4,5,5,0.8,0.6,0.93,1,0.93
21,"Female","PH",3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,0.67,0.8,0.8,0.8,0.8
22,"Female","US",2,1,2,2,5,2,5,5,4,3,4,2,5,3,5,0.33,0.6,0.93,0.6,0.87
23,"Female","US",2,3,3,4,4,2,3,3,3,3,3,3,3,5,3,0.53,0.67,0.6,0.6,0.73
41,"Female","PH",4,4,4,3,2,3,5,4,5,3,4,3,4,4,5,0.8,0.53,0.93,0.67,0.87
51,"Female","US",5,2,5,3,5,2,5,4,5,4,5,4,5,5,5,0.8,0.67,0.93,0.87,1
35,"Female","US",3,1,1,2,3,3,2,3,3,1,5,1,5,5,5,0.33,0.53,0.53,0.47,1
15,"Female","US",2,4,5,1,2,3,5,5,2,4,3,3,2,5,2,0.73,0.4,0.8,0.67,0.6
28,"Male","AU",2,3,4,2,3,3,5,5,3,2,3,2,5,4,5,0.6,0.53,0.87,0.47,0.93
25,"Female","AU",2,2,3,1,5,4,4,5,4,4,4,3,4,2,2,0.47,0.67,0.87,0.73,0.53
21,"Female","IN",2,5,5,1,4,3,2,5,5,4,4,4,4,5,3,0.8,0.53,0.8,0.8,0.8
13,"Female","US",2,4,4,5,5,5,3,5,4,4,4,2,5,5,5,0.67,1,0.8,0.67,1
17,"Female","US",4,5,5,4,5,3,5,5,5,4,5,5,5,5,3,0.93,0.8,1,0.93,0.87
34,"Female","AU",1,5,4,5,5,1,5,4,4,5,5,5,5,4,4,0.67,0.73,0.87,1,0.87
35,"Male","AU",3,4,5,3,4,4,4,4,4,2,2,4,3,4,4,0.8,0.73,0.8,0.53,0.73
27,"Male","BD",3,4,4,2,5,2,5,5,5,4,5,4,1,5,5,0.73,0.6,1,0.87,0.73
65,"Male","US",1,5,5,3,3,3,5,5,5,3,5,1,5,5,5,0.73,0.6,1,0.6,1
41,"Female","US",3,5,5,5,5,5,5,5,5,3,5,5,5,5,5,0.87,1,1,0.87,1
18,"Male","US",1,5,3,5,5,1,5,5,3,3,5,5,5,5,5,0.6,0.73,0.87,0.87,1
60,"Male","US",3,2,4,4,5,5,3,5,1,4,5,2,4,3,4,0.6,0.93,0.6,0.73,0.73
25,"Female","AU",2,4,4,5,5,4,5,5,4,4,4,4,4,2,2,0.67,0.93,0.93,0.8,0.53
21,"Female","PH",1,2,2,4,4,4,3,4,4,3,4,4,4,4,4,0.33,0.8,0.73,0.73,0.8
15,"Female","US",1,1,2,5,5,5,5,5,1,1,4,1,5,4,4,0.27,1,0.73,0.4,0.87
23,"Male","IN",2,4,2,4,5,4,4,5,4,3,4,2,3,3,3,0.53,0.87,0.87,0.6,0.6
29,"Male","LK",3,5,3,5,5,5,5,5,4,2,5,5,5,5,5,0.73,1,0.93,0.8,1
35,"Male","FI",2,2,1,5,5,3,3,4,5,4,5,3,5,5,5,0.33,0.87,0.8,0.8,1
24,"Male","IN",2,3,2,5,5,4,4,3,5,4,5,3,5,4,5,0.47,0.93,0.8,0.8,0.93
25,"Male","IN",3,3,3,3,5,4,4,4,4,3,4,4,5,4,3,0.6,0.8,0.8,0.73,0.8
22,"Male","US",4,5,5,1,2,1,4,4,4,5,5,3,5,5,4,0.93,0.27,0.8,0.87,0.93
33,"Female","GH",3,5,5,1,2,1,5,4,5,5,4,5,5,4,5,0.87,0.27,0.93,0.93,0.93
41,"Male","ZA",1,3,1,5,5,4,4,4,2,4,4,3,5,4,5,0.33,0.93,0.67,0.73,0.93
13,"Female","PH",5,1,5,4,5,5,5,3,4,4,4,2,1,4,5,0.73,0.93,0.8,0.67,0.67
15,"Male","AU",2,2,4,5,5,2,2,2,5,5,5,1,5,3,4,0.53,0.8,0.6,0.73,0.8
42,"Male","US",4,2,5,4,4,4,3,4,4,2,4,1,4,4,5,0.73,0.8,0.73,0.47,0.87
42,"Female","ZA",1,4,4,4,4,2,5,5,5,5,5,4,4,4,4,0.6,0.67,1,0.93,0.8
44,"Female","NZ",4,4,5,4,5,4,5,5,5,3,5,3,4,3,5,0.87,0.87,1,0.73,0.8
21,"Male","IN",4,1,1,2,4,5,2,4,3,3,4,4,5,3,2,0.4,0.73,0.6,0.73,0.67
31,"Female","AU",2,4,3,4,4,1,4,4,2,5,4,3,4,5,4,0.6,0.6,0.67,0.8,0.87
15,"Female","GB",2,3,4,5,5,5,5,3,3,4,5,5,5,3,5,0.6,1,0.73,0.93,0.87
23,"Female","SE",2,3,3,5,5,5,3,5,3,1,3,2,3,1,1,0.53,1,0.73,0.4,0.33
31,"Male","GB",1,2,4,3,1,1,3,2,4,1,5,1,4,5,5,0.47,0.33,0.6,0.47,0.93
25,"Male","IN",2,3,3,4,5,4,5,5,4,4,4,3,3,4,4,0.53,0.87,0.93,0.73,0.73
20,"Female","PH",2,3,3,3,5,2,3,5,3,4,4,4,5,4,4,0.53,0.67,0.73,0.8,0.87
28,"Female","GB",1,2,2,5,5,5,2,5,2,4,5,4,5,2,3,0.33,1,0.6,0.87,0.67
24,"Female","PH",4,4,4,4,5,3,5,5,4,4,4,4,4,4,4,0.8,0.8,0.93,0.8,0.8
14,"Male","GB",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.6,0.6,0.6,0.6,0.6
16,"Female","GB",5,5,5,5,5,5,5,4,5,1,5,3,5,2,5,1,1,0.93,0.6,0.8
18,"Female","PH",1,3,4,4,5,5,4,3,5,5,5,5,3,5,3,0.53,0.93,0.8,1,0.73
17,"Male","GB",3,5,4,1,4,1,5,4,4,4,5,4,4,4,4,0.8,0.4,0.87,0.87,0.8
16,"Male","AU",1,3,2,4,3,2,4,4,2,3,4,3,5,4,4,0.4,0.6,0.67,0.67,0.87
13,"Female","AU",1,1,3,5,5,4,5,2,2,2,3,2,3,3,3,0.33,0.93,0.6,0.47,0.6
31,"Female","QA",4,3,4,5,5,5,3,5,5,3,1,3,5,4,4,0.73,1,0.87,0.47,0.87
25,"Male","IN",5,3,4,2,5,3,4,3,3,3,5,3,4,5,4,0.8,0.67,0.67,0.73,0.87
17,"Female","PH",3,5,2,5,5,4,4,5,2,4,5,5,5,2,3,0.67,0.93,0.73,0.93,0.67
208,"Female","PH",3,5,4,3,5,4,5,5,2,4,4,4,1,3,5,0.8,0.8,0.8,0.8,0.6
19,"Male","GB",2,4,4,2,3,4,4,4,4,3,2,2,4,2,4,0.67,0.6,0.8,0.47,0.67
35,"Male","CN",3,3,5,3,3,2,5,5,3,5,5,3,5,4,4,0.73,0.53,0.87,0.87,0.87
24,"Male","ZA",3,4,3,1,1,1,2,3,5,2,2,2,2,4,1,0.67,0.2,0.67,0.4,0.47
18,"Female","PH",3,4,4,4,5,4,4,4,4,4,5,4,5,5,5,0.73,0.87,0.8,0.87,1
25,"Female","US",3,3,3,4,4,4,5,4,3,2,5,3,5,3,5,0.6,0.8,0.8,0.67,0.87
35,"Female","IN",3,5,5,1,2,1,2,5,5,3,5,5,3,5,3,0.87,0.27,0.8,0.87,0.73
20,"Female","GB",5,5,5,5,5,5,5,5,5,5,5,4,1,4,4,1,1,1,0.93,0.6
26,"Female","GB",4,4,5,5,5,4,5,4,4,5,4,3,5,4,4,0.87,0.93,0.87,0.8,0.87
58,"Female","BE",3,4,5,2,4,2,5,4,4,4,5,4,4,5,5,0.8,0.53,0.87,0.87,0.93
29,"Male","MX",1,1,2,1,1,1,2,3,5,5,5,3,5,5,5,0.27,0.2,0.67,0.87,1
15,"Female","AE",1,1,1,5,5,4,1,4,3,4,4,3,5,1,5,0.2,0.93,0.53,0.73,0.73
17,"Female","AU",2,4,4,5,4,5,5,4,3,4,4,2,5,5,4,0.67,0.93,0.8,0.67,0.93
21,"Female","IN",1,2,3,4,4,3,2,5,2,3,5,4,4,3,3,0.4,0.73,0.6,0.8,0.67
